DATE,Target WL,BRWL1,LaRWL1,LRWL1,WTDWL2,C1RS,C1RS1,C1RS2,C1RS3,C1RS7,C1RS14,C1RSF,C2RS,C2RS1,C2RS2,C2RS3,C2RS7,C2RS14,C2RSF,C3RS,C3RS1,C3RS2,C3RS3,C3RS7,C3RS14,C3RSF
2010-01-11,26.71129032,4.960750916,113.86875,5.7,246.1476667,1.8,1.007037424,0.0,0.060858334,2.710461363,2.264560407,7,3.1,1.566983334,0.0,0.0,0.561008595,1.721806596,7,1.1,0.281244538,0.0,0.0,2.346420263,2.386457205,7
2010-01-12,25.67464789,4.793305147,112.8528571,5.7,246.1006667,0.0,0.062299546,0.0,0.0,0.35837593,0.43301358,0,0.0,0.0,0.0,0.05755721,0.008033063,0.0,0,0.0,0.0,0.0,0.0,0.09560643,0.160627957,0
2010-01-13,24.05606061,3.945374126,110.5220979,5.7,246.071,0.1,0.057170942,0.0,0.0,2.615287566,0.0,7,0.0,0.0,0.037084918,2.852510452,2.301725894,7.472425012,7,0.0,0.0,0.0,1.410110173,0.0,3.076930041,0
2010-01-14,23.26507937,3.439067138,108.780531,6.05,246.061,0.0,0.0,7.624778218,6.037959291,3.042781897,2.041451411,0,0.0,0.093533577,0.0,5.481478934,3.442220939,0.039499315,0,0.0,0.0,2.460328624,3.09677989,2.302820022,3.127328691,0
2010-01-15,21.33709677,2.727705263,105.4289256,6.05,246.0746667,0.0,0.0,7.114981962,6.376925785,2.180496488,11.56161,0,0.1,8.057870391,5.923139654,3.929466686,0.0,36.9330032,6,0.0,0.0,3.047679036,2.958979493,2.590844097,14.08185136,0
2010-01-16,20.47121212,2.488742537,104.3902985,6.05,246.0746667,5.7,7.187748215,3.43949903,2.144091117,0.053837871,0.039605959,8,6.7,5.685185011,4.367775694,0.21498148,0.0,0.506976605,8,3.0,3.013504239,2.836171365,1.809877033,0.076428597,2.888775496,6
2010-01-17,23.60677966,2.875329588,106.1676471,8.933333333,246.0746667,6.8,3.196434483,0.169156382,0.040042934,0.895190666,6.458376954,6,5.4,5.987595777,1.511840372,0.0,8.444468021,1.669118204,6,3.1,2.973205278,2.781071587,0.198495775,0.613840116,4.839845478,6
2010-01-18,23.79275362,3.113136029,107.5394366,9.6,246.1176667,3.0,2.747535363,0.370070243,0.0,0.379867767,1.316603955,6,3.3,0.0,0.0,0.0,0.449803605,1.75725034,6,2.9,2.264002805,0.068958032,0.0,0.548512066,1.4,6
2010-01-19,25.78360656,3.556584229,110.2410448,9.6,246.1876667,0.3,0.068511887,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,5.315960267,6,0.2,0.043500582,0.0,0.0,0.0,21.36562633,6
2010-01-20,28.78108108,4.210336957,113.7676259,7.6,246.2733333,0.0,0.0,0.0,0.0,2.597776267,4.021474198,0,0.0,0.0,0.0,0.0,0.661180933,5.317334878,0,0.0,0.0,0.0,0.0,1.260274767,1.395351924,0
2010-01-21,28.04324324,4.104612676,113.5917241,7.6,246.34675,0.0,0.0,0.0,2.43604503,3.999132546,2.607185173,0,0.0,0.0,0.0,5.805387994,6.78630959,1.31184645,0,0.0,0.0,0.0,0.619374071,4.945360344,5.677846373,0
2010-01-22,29.10958904,4.367800699,115.2157895,6.6,246.416,0.0,0.0,6.909478366,4.226122377,17.11332399,6.402496012,0,0.0,0.0,3.171073146,6.980680732,18.49773984,8.961161562,0,0.0,0.0,3.982607469,0.515602177,3.987646549,2.859209315,0
2010-01-23,27.9515625,4.246661972,114.2050955,6.6,246.441,0.0,0.0,5.302892545,0.0,0.0,3.104754657,0,0.0,7.116860715,6.339442511,1.344719831,1.075213299,6.183342037,0,0.0,3.245701469,4.205217322,1.394751048,0.0,1.229993661,0
2010-01-24,27.01754386,4.170890845,113.6011696,6.6,246.447,5.4,3.539145403,0.94041872,0.996143244,5.23899016,0.148054691,8,7.4,1.998953571,1.345844835,5.133142559,1.62905982,0.215136285,7,4.9,3.022263776,0.620946197,5.438047327,6.414164648,1.010421052,8
2010-01-25,26.73692308,4.144058608,113.2370787,6.4,246.447,1.1,0.888330358,10.94881019,7.326454293,2.918190851,0.13196553,7,1.0,0.922730476,0.826025756,5.609630242,2.536667772,0.027087702,7,1.4,1.023085545,9.244997415,6.080014069,4.484276481,1.87039805,8
2010-01-26,25.16229508,3.902996479,111.6906977,6.4,246.441,0.0,0.0,5.646759156,13.48300662,10.9193294,6.116315404,0,0.0,2.427832318,5.118491793,19.18655797,22.47495751,40.61811188,0,0.0,4.402560773,4.623773701,17.90133877,18.7,26.44421648,0
2010-01-27,23.91492537,3.535651079,109.5352518,6.4,246.4016667,7.4,5.089852424,8.081383159,6.426735365,2.48308004,0.257889049,8,6.3,6.901267106,2.326375604,34.34503681,4.21048739,0.056623488,7,6.7,5.019975315,12.60229838,0.0,1.223802147,0.630263595,8
2010-01-28,23.69444444,3.193197026,108.1413534,6.7,246.398,4.0,8.878199623,8.164754689,2.265804017,0.943808295,0.025471221,8,5.0,9.408230336,0.0,3.635992712,0.496846995,0.211799907,7,5.0,14.8052599,0.0,2.39605928,0.744581962,0.089505433,8
2010-01-29,24.19310345,3.246825279,107.5656805,6.9,246.4165,16.8,4.659718719,2.069645886,1.404658886,0.876910027,0.429895528,8,27.8,6.783734625,0.175129979,1.089045052,0.0,0.559542702,7,18.7,17.40310923,1.639930682,1.391697832,0.557625078,0.657892393,8
2010-01-30,22.48387097,2.990843284,106.6846154,6.9,246.431,2.9,1.708938396,1.353426439,11.95238803,10.25565744,2.509906458,7,4.2,2.960512346,0.0,0.0,14.37111326,2.929880982,7,2.4,2.608234126,1.254515948,4.200721242,27.13633134,4.708867918,7
2010-01-31,21.625,2.965383142,105.7540146,6.9,246.4163333,0.9,1.314990119,7.975962768,2.339289358,0.545723498,0.477442703,7,0.5,3.303175875,22.49118103,20.19510723,0.0,0.367975064,7,1.1,1.520470698,24.36249407,7.28300912,0.498772748,0.223202569,7
2010-02-01,21.51836735,3.528068826,105.5262821,6.9,246.4163333,1.3,1.507316899,12.8647653,0.485798141,0.095947427,0.527303696,8,2.7,30.8784516,16.82282279,0.449610184,0.179705552,2.221888165,7,1.4,18.3105769,21.0665722,0.866150427,0.020944384,0.29906627,7
2010-02-02,24.96285714,3.211454902,105.7455621,6.9,246.411,13.1,2.198482729,0.462070537,0.297733116,0.0,0.063512651,8,23.2,15.49637284,0.457713206,0.630626295,0.518860435,0.0,8,18.7,0.0,0.546085327,0.127668384,0.322829537,0.070319689,8
2010-02-03,28.41304348,3.272498168,109.1931818,6.9,246.441,0.6,0.457713076,0.383938278,0.614148014,0.892778485,2.875924223,6,0.0,0.73076567,0.654733469,0.827832994,0.859667136,2.545754627,0,0.6,0.253384543,0.016239215,0.397436149,0.522148874,0.570533911,6
2010-02-04,26.64776119,3.239941606,108.5373134,6.9,246.442,0.2,0.184653799,1.123298473,0.642454431,0.008669508,0.0,6,0.7,0.521748246,0.774025609,1.297211362,0.0,0.0,6,0.1,0.232627258,0.667707229,0.0,0.0,0.45271653,6
2010-02-05,28.21014493,3.412531365,110.006015,6.9,246.475,0.3,1.354084807,0.769013831,0.341998399,0.621978517,0.85563135,6,0.5,1.0121395,2.022024328,0.0,0.031707654,0.315771322,6,0.3,0.502809261,0.737077971,0.0,0.998683169,0.182103784,6
2010-02-06,31.05735294,3.840855596,112.9291391,6.9,246.5575,1.8,1.036884312,0.083058017,0.069208704,2.716565846,2.392218843,6,1.1,1.231758653,0.0,0.0,2.125978015,4.72790078,6,0.6,0.809394491,0.0,0.156520967,1.785805864,3.5,6
2010-02-07,32.4877193,4.070275362,114.6030303,6.9,246.68975,0.2,0.276805202,0.069386058,0.1,0.96298976,0.718667366,6,0.0,0.0,0.0,0.025939809,0.510741071,0.29361296,0,0.0,0.0,0.17709339,0.205362652,0.556513949,0.835272138,0
2010-02-08,31.64333333,4.014932584,114.3146341,6.9,246.8273333,0.0,0.0,0.1,0.0,1.861939009,5.944838453,0,0.0,0.0,0.073169678,0.028636351,1.71643258,6.1584103,7,0.0,0.058337169,0.23178922,0.04165458,0.009273366,10.95757378,0
2010-02-09,28.94393939,3.762440741,112.6283871,6.9,246.997,0.1,0.1,0.0,0.57736442,0.457548959,0.765126683,7,0.0,0.120981576,0.118866018,0.046609126,0.353162897,7.443358638,7,0.2,0.340919973,0.224329867,0.0,0.106085744,0.0,7
2010-02-10,26.83055556,3.498738007,111.0633803,6.9,247.104,0.1,0.0,0.403804108,2.28508759,2.745579384,2.140442983,7,0.1,0.044406424,0.286861857,3.675494415,2.881922504,4.940595348,7,0.3,0.0,0.751073195,2.412842175,3.865049735,1.700181354,7
2010-02-11,25.06610169,3.241785211,109.7412162,6.9,247.196,0.0,0.617525391,2.68900932,2.701865157,0.39167092,7.820700034,0,0.0,0.0,1.132660986,0.730167167,0.512628282,8.954990741,7,0.0,0.0,3.033397736,1.870502042,0.562708543,3.649336429,7
2010-02-12,23.94137931,3.068304196,108.4808383,6.9,247.28,0.7,1.272147944,2.140533069,1.088590558,1.25311941,3.897685673,7,0.3,3.098098072,5.830834969,2.103367789,2.18273199,3.109542983,7,0.9,2.818598851,0.659460538,0.56338356,0.415932913,0.0,7
2010-02-13,23.06481481,3.129851449,107.5485549,6.2395,247.3406667,2.5,2.072928473,1.130493582,0.045662073,1.226013825,2.284971014,7,4.7,4.036784747,2.194634577,0.755152928,0.516468599,3.135032017,7,3.5,1.359922491,0.579833363,0.153379325,0.0,5.415489591,7
2010-02-14,22.54285714,2.847485714,107.0029197,6.2395,247.3893333,1.1,1.175703698,0.420436345,0.419969942,7.999620647,0.027141947,7,0.7,1.394050923,0.763479605,2.498364417,1.575763617,3.155352561,7,0.7,0.175420151,0.400220859,0.920093885,0.0,2.842500482,7
2010-02-15,22.10655738,2.760804511,106.3184211,6.2395,247.42,1.2,0.932368903,0.0,1.348366649,6.2942939,3.673432237,7,2.5,2.341561777,1.524269055,0.271412947,10.92026019,0.0,7,0.4,0.331849144,0.0,0.840648783,8.06357687,0.551038223,7
2010-02-16,21.94339623,2.707908772,105.9289474,6.2395,247.436,0.0,2.278153967,7.392676791,0.0,1.244847905,5.435582301,0,0.0,0.642407796,1.186875033,0.0,2.307729937,0.0,0,0.0,0.0,0.841037119,0.227197302,1.211656216,4.404077362,0
2010-02-17,21.74814815,2.677885185,105.5218045,7.942,247.443,5.9,1.680618408,0.0,1.81288642,2.007751347,2.320018936,6,2.4,2.629520849,0.0,0.0,3.952633826,3.189879836,8,1.2,0.821990259,0.216017821,0.0,3.788965959,0.727503658,6
2010-02-18,22.95352113,2.847743772,106.4357143,7.942,247.47,0.0,0.0,1.223820959,0.0,6.069823129,1.300165042,0,0.0,0.0,2.583362637,1.564613412,7.318253771,12.20593564,0,0.5,0.0,4.984299443,3.171308228,4.58275973,7.185793847,6
2010-02-19,22.48636364,2.790929577,106.18875,7.942,247.47,0.0,1.626766001,0.667243978,6.041807981,17.02515644,6.477395074,0,0.0,1.533088681,0.0,18.27064809,3.060424532,6.680156478,0,0.0,0.041446678,2.242873664,7.81495695,12.72051465,11.13876541,6
2010-02-20,22.00555556,2.769266667,105.8078014,7.942,247.49,2.3,1.021738685,12.60877659,10.39086488,4.182942751,2.044907619,7,3.0,2.135836905,14.93304056,2.404997572,6.004480837,6.192028981,7,3.5,2.958015528,0.0,7.537067614,5.782656894,1.65303094,8
2010-02-21,22.75185185,2.883283688,105.8935065,7.942,247.559,0.1,16.55842868,9.980811359,4.111063701,3.087184476,3.408290152,8,0.1,29.33726086,10.66258944,6.011678581,5.134090439,0.870145671,8,0.1,9.04312629,9.195725614,4.10126304,5.029355722,0.738026725,8
2010-02-22,34.96338028,3.363132404,109.6965318,7.942,247.559,12.8,14.55693469,3.150076666,6.184839924,6.085946335,0.0,6,16.8,19.46018878,5.991076187,4.681625014,0.0,0.101108311,6,14.3,5.351231027,5.054385289,5.334812946,0.0,0.000262132,6
2010-02-23,69.04189189,9.681247387,112.5459773,7.942,247.822375,5.7,5.409231643,3.121269504,6.219158107,4.210973277,0.0,6,6.0,5.912538077,7.170133181,7.63597974,0.0,0.0,6,5.0,4.965616691,1.083821954,7.553894711,0.0,0.04934473,6
2010-02-24,78.25942029,15.13867483,112.5459773,7.942,248.8138889,2.1,5.972322716,6.599528676,4.442612285,2.145187093,0.0,6,5.8,6.734118907,7.213733079,6.757796128,0.0,0.0,6,2.5,8.599718233,7.577517347,0.546021173,0.240851132,0.0,6
2010-02-25,112.8263736,38.28809398,112.5459773,7.942,249.6035385,7.5,8.983474654,2.751529534,2.877734411,3.255443137,0.0,6,9.0,8.112568169,5.759726584,4.43110079,0.245479481,0.128127322,6,8.0,9.235273585,5.741869857,0.0,3.553001632,0.0,6
2010-02-26,140.3545455,57.06510638,112.5459773,7.942,249.8355,5.3,3.176529652,3.070988338,3.010006077,6.097957859,4.290251921,6,7.2,6.07372527,4.634965922,1.429708696,17.51120054,18.78692441,6,10.2,13.60683516,2.429840495,5.418889531,6.491636335,10.90234308,8
2010-02-27,136.4780822,56.09091873,112.5459773,7.942,249.6634,1.6,2.353398959,3.055727912,0.117515219,0.0,0.270748747,6,4.7,4.615381887,1.991273734,0.227625671,0.081839728,0.509459509,6,1.1,6.801360007,5.048195659,0.316096554,0.100615502,0.0,6
2010-02-28,135.3305882,54.45894346,112.5459773,7.942,248.827875,3.6,2.662537579,1.463131032,0.0,0.0,0.940609368,6,4.5,0.492747274,0.161265423,0.0,0.0,4.495467082,6,7.0,2.953853221,0.373938719,0.180963215,0.0,1.915420651,6
2010-03-01,109.121519,35.30773835,112.5459773,7.942,248.2133846,1.6,0.896881676,0.0,0.0,0.0,0.0,7,0.4,0.056503231,0.0,0.0,0.0,6.222022396,6,0.1,0.50396993,0.0,0.0,0.0,8.254847608,6
2010-03-02,72.44923077,15.22561111,112.5459773,7.942,248.40075,0.8,0.547853895,0.0,0.0,5.563499156,0.0,7,0.0,0.0,0.0,0.0,18.7100623,0.0,0,0.4,0.390381907,0.0,17.06434244,11.51376636,0.0,6
2010-03-03,49.87671233,8.719957854,112.5459773,7.942,248.6526667,0.0,0.0,5.697577404,12.61677367,0.0,0.0,0,0.0,0.0,14.43969338,2.533367233,0.083345862,0.0,0,0.0,0.0,17.53434703,0.314204908,0.0,0.0,0
2010-03-04,39.9884058,6.459515152,112.5459773,7.942,248.9209,0.0,3.380780877,1.34804373,0.0,0.0,0.0,0,0.0,25.99523906,9.650166519,0.118979967,0.028709178,0.062675813,0,0.0,7.709922168,4.589717215,0.0,0.0,0.0,0
2010-03-05,32.59552239,4.561551331,112.5459773,7.942,249.1174286,8.8,6.161620864,0.0,0.0,0.0,5.375530813,7,19.8,16.15488899,0.18646167,0.0,0.664973848,8.279257252,7,12.8,9.482757017,0.0,0.0,0.127605498,15.67723811,7
2010-03-06,26.07121212,3.352862816,110.6125,7.942,249.307875,0.0,0.0,0.0,0.0,0.21776785,0.0,0,0.2,0.013930676,0.0,0.0,1.007359046,9.145412719,7,0.0,0.0,0.0,0.0,1.082980245,10.78552462,0
2010-03-07,24.18703704,3.085340824,108.9322034,7.942,249.4841429,0.0,0.0,0.0,0.0,0.78250039,2.190824668,0,0.0,0.0,0.0,0.0,2.649537835,4.175824141,0,0.0,0.0,0.0,0.0,0.0,1.610409339,0
2010-03-08,23.0962963,2.882826087,107.614,7.942,249.608,0.0,0.0,0.0,0.0,7.846776426,4.07215725,0,0.0,0.0,0.0,0.029373037,0.0,3.095733287,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2010-03-09,22.96595745,2.890037209,107.6019884,7.942,249.69425,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.075932782,0.021428811,0.602697665,0.0,0,0.0,0.0,0.0,0.05831007,0.167095607,0.0,0
2010-03-10,22.34166667,2.807964758,107.1117027,7.942,249.754,0.0,0.0,0.0,0.136612221,0.0,0.0,0,0.0,0.031521898,0.161203174,0.58382077,0.334289321,0.0,0,0.0,0.0,0.095850363,0.466100244,0.507173293,0.0,0
2010-03-11,21.9704918,2.75024898,106.6265046,7.942,249.784,0.0,0.0,0.22108987,1.145716128,2.534887195,0.352130909,0,0.1,0.061680531,0.669071618,2.146291794,3.414706704,0.0,7,0.0,0.120906713,0.613428555,1.116041046,0.339990559,0.137231547,0
2010-03-12,22.18727273,2.747350575,106.6136462,7.942,249.824,0.0,0.195922374,0.898569353,11.25353655,18.4762169,8.593759746,6,0.5,0.553569192,3.662040655,6.174680888,13.88829169,10.44885547,6,0.3,0.486715992,1.996318028,7.500651013,10.08327273,10.97369849,6
2010-03-13,22.21489362,2.769145,106.6884478,7.942,249.877,0.2,0.530502336,20.30399444,8.070239139,7.411559247,0.717860367,6,0.7,2.331898859,15.51656103,16.99875856,11.55791424,13.4012552,6,0.6,1.452547238,7.176292165,0.0,5.019097646,9.700734273,6
2010-03-14,22.9745098,2.865602679,107.245614,7.942,249.877,1.2,9.286946176,15.43038036,0.0,0.0,8.1,6,3.5,11.62057506,17.88869683,0.0,5.008666107,7.658497236,6,1.7,14.25762565,4.416953214,0.0,1.569910007,7.156218899,6
2010-03-15,26.7056338,3.113650943,108.3285479,7.942,249.9296667,12.9,2.679774277,0.0,0.0,0.0,1.395617436,6,20.0,7.628975436,0.0,0.0,0.0,3.405188961,6,11.8,2.682433991,0.0,0.0,0.0,0.002490406,6
2010-03-16,30.81492537,4.110995652,114.6403797,7.942,250.0524286,0.0,0.0,0.0,2.664580893,2.104063831,0.171720471,0,0.0,0.0,0.0,3.062511377,12.72390236,0.585838231,0,0.0,0.0,0.0,3.476186289,9.796063951,0.247510888,0
2010-03-17,32.10294118,4.872839662,119.4835,7.942,250.2935,0.0,0.0,0.744926693,4.659677997,1.802692473,0.126531267,0,0.0,0.0,15.19473125,7.287494556,4.848750901,0.229029746,0,0.0,0.0,10.00812439,6.59204906,8.442457618,1.156644509,0
2010-03-18,32.9119403,6.038385542,119.4835,7.942,250.431,0.0,5.123547115,7.715859628,10.22106416,0.0,2.823093064,0,0.0,16.66500264,9.699208319,11.19147563,0.0,0.888902158,0,0.0,0.0,12.09989369,9.72862911,1.740628679,0.35641146,6
2010-03-19,35.59305556,6.140420635,119.4835,7.942,250.4785,6.5,9.514482985,8.366615533,4.053976713,4.816128088,3.346227198,6,8.6,11.50601536,15.37194062,0.301634053,6.103877566,2.438019814,6,8.4,15.22864146,4.851965189,8.730611498,6.04227607,6.439716643,6
2010-03-20,35.67407407,5.371221311,116.9733409,7.942,250.481,10.6,8.245047775,0.0,0.0,0.107985459,0.615164124,6,15.4,11.97683459,7.049683016,0.0,2.067563964,2.016587749,6,13.5,11.07857773,5.212774156,0.0,0.700839515,0.46788196,6
2010-03-21,52.46516854,7.733003876,114.727375,7.942,250.56375,8.1,0.667532331,0.0,0.0,3.501710045,8.256401639,6,5.6,7.619675782,0.0,0.0,0.0,9.49783418,6,6.2,2.617858202,0.0,0.0,5.652220598,7.302140349,6
2010-03-22,48.33611111,9.407625954,114.727375,7.942,250.7094286,0.0,0.0,0.0,0.026806649,3.718253357,2.414041381,0,0.0,0.0,0.0,0.164592802,6.697793803,2.635047538,0,0.0,0.0,0.0,0.421943833,1.415376749,1.557455506,0
2010-03-23,50.50441176,8.692654545,114.727375,7.942,250.789,0.0,0.0,0.294818234,4.717993908,14.43594228,0.090196218,0,0.0,0.0,0.210924041,7.310633288,3.341748502,1.133127264,0,0.0,0.0,0.515864203,4.786262053,10.35940883,0.172255515,0
2010-03-24,45.63194444,8.727608209,121.110407,7.942,250.806,0.0,0.0,0.0,0.0,0.263601441,0.008026807,0,0.0,0.152956158,3.437076067,2.44728655,2.362290858,1.318630223,0,0.0,0.0,9.665414886,9.807524584,0.760372595,0.396191001,0
2010-03-25,45.18571429,8.393532819,121.110407,7.942,250.77725,0.3,1.877469632,0.0,4.719303864,5.414692798,4.651906616,6,0.3,4.907273931,0.0,8.290418359,8.227617041,0.0,6,0.4,9.316245158,0.0,4.159624508,4.108388884,0.96239514,6
2010-03-26,44.14736842,7.237925926,121.110407,7.942,250.7415,10.1,10.03598637,3.520139327,9.877850621,2.302317343,0.161758887,6,11.0,9.114035165,9.378896054,8.049098902,2.877187143,0.713855546,6,12.3,2.249207461,9.678551309,9.637360561,0.454611909,0.084462226,6
2010-03-27,35.29402985,6.159031746,121.110407,7.942,250.779,0.4,0.818326029,7.959063935,0.0,0.370435764,0.0,6,1.8,0.028478432,6.008576974,2.900579646,1.658814961,0.551939076,6,0.8,0.327986544,9.086568554,1.521099454,0.802302532,0.52343349,6
2010-03-28,32.77714286,5.309021818,118.2526119,7.942,250.779,8.1,6.273608714,3.374942602,0.3,2.441600127,1.682528578,6,8.3,8.93509519,1.821974879,1.964690363,11.94870517,1.139397248,6,8.0,7.823288832,1.781680035,2.168933721,14.21068417,4.049277654,6
2010-03-29,36.64050633,5.801566901,120.0978571,7.942,250.8193333,3.3,3.590640999,0.3,1.239536794,4.257812451,0.0,6,4.3,3.003042245,0.137001208,2.640922722,2.611910656,0.0,6,1.7,0.970608626,1.695623547,1.218479787,0.644160106,0.605770121,6
2010-03-30,36.00138889,6.283425287,121.5719694,7.942,250.9863333,0.3,0.3,1.806015798,2.30187635,0.229347947,0.0,6,0.9,1.705295997,2.618946315,1.909536426,0.0,0.0,6,0.8,1.56315826,2.031945449,1.11121898,0.0,0.0,6
2010-03-31,38.42222222,7.189185771,106.8,7.942,251.068,0.3,0.0,1.818377032,0.509752057,0.215331701,0.031104788,6,2.7,2.658622037,0.0,1.578202456,0.241500895,0.0,8,2.0,1.614946093,1.157767752,0.6,0.484213295,0.0,8
2010-04-01,42.64,7.920817164,106.8,7.024793103,251.107,2.7,1.735997235,0.737714071,7.360005675,0.0,0.060617733,8,2.6,1.691790658,1.878408916,0.049027108,0.0,0.174557884,8,1.2,0.621085623,0.6,2.486368563,3.764585876,0.435895329,6
2010-04-02,39.5,7.58977459,106.8,6.690571429,251.0943333,0.4,1.01828956,4.581812889,1.981373189,0.0,0.0,6,0.4,1.7417434,6.528370494,3.47280863,0.0,0.0,6,0.6,0.6,0.261552757,5.860814054,0.0,0.0,6
2010-04-03,37.6875,7.204282869,106.8,6.685849315,251.03725,0.8,7.145336079,4.655600305,0.0,0.0,0.0,6,2.1,9.365601104,13.80860223,0.0,0.0,0.0,6,0.6,0.0,0.0,0.0,0.0,0.0,6
2010-04-04,38.84848485,6.641921811,106.8,8.104894118,251.0115,7.4,8.259637935,0.0,0.054785957,0.063050583,0.0,6,11.1,4.378448933,0.0,0.016377621,0.047286029,0.0,6,12.2,0.0,0.0,0.0,0.067981015,0.09532563,8
2010-04-05,34.0,6.083539419,106.8,6.403253521,251.0393333,0.0,0.0,0.076499907,0.030279242,0.593012129,0.589976961,0,0.0,0.0,0.116916294,0.0,0.31206993,0.0,0,0.0,0.0,0.0,0.598814056,0.683563423,0.750163111,0
2010-04-06,27.42105263,5.050321429,106.8,5.97952,251.0695,0.0,0.112570355,0.201614599,0.066509857,0.0,0.0,0,0.0,0.045391634,0.257540038,0.374770419,0.0,0.0,0,0.0,0.0,0.475124609,0.184932294,0.0,0.0,0
2010-04-07,24.58333333,3.639512712,106.8,5.84132,251.137,0.1,0.145272677,0.033643166,0.0,0.0,0.0,6,0.1,0.058021332,0.0,0.0,0.0,0.0,6,0.0,0.0,0.696253746,0.0,0.0,0.0,0
2010-04-08,22.3,3.208859729,106.8,6.385773333,251.2022,0.3,0.213920511,0.0,0.0,0.0,0.0,6,0.5,0.27699829,0.0,0.0,0.0,0.0,6,0.6,0.693523557,0.0,0.094257647,0.040433065,0.0,6
2010-04-10,21.41666667,2.901017699,106.8,5.979652778,251.3243333,0.0,0.0,0.42349799,0.478409702,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.415499696,0.289433309,0.0,0.0,0
2010-04-12,20.3975,2.855304124,106.8,5.295,251.396,0.8,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0.138969953,0.0,0.0,0.0,0.0,6
2010-04-13,20.26666667,2.798376866,106.8,5.295,251.406,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2010-04-14,20.03191489,2.804864,106.8,5.295,251.406,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2010-04-15,19.81272727,2.302962264,106.8,5.295,251.386,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
