DATE,Target WL,BRWL1,LaRWL1,LRWL1,WTDWL2,C1RS,C1RS1,C1RS2,C1RS3,C1RS7,C1RS14,C1RSF,C2RS,C2RS1,C2RS2,C2RS3,C2RS7,C2RS14,C2RSF,C3RS,C3RS1,C3RS2,C3RS3,C3RS7,C3RS14,C3RSF
26-01-2008,36.49680851,13.63746753,129.2953488,,246.641,0,0,0,0,1.741507453,0,4,0,0.64189782,0.083706333,0,1.169338376,0.679769439,0,0.2,0,0,0,1.137395932,3.545720152,6
27-01-2008,37.40197368,13.90411667,130.6509804,9.4,246.741,0,0,0,2.863496624,2.503277436,0,0,0.5,0,0,0,2.960846491,0,6,0,0,0,0.060197993,1.415343635,0,0
28-01-2008,37.02738854,14.13825,130.6710526,,246.741,0,0,0.11603531,3.277329192,2.873329287,4.732829296,0,0,0,1.722993641,11.34737245,5.313877321,1.022234695,0,0,0,2.318681195,3.488360202,6.167673175,0,0
29-01-2008,36.76685393,14.63440351,130.5607843,,246.681,0,2.027068287,3.20309554,5.076719619,7.209405677,7.877545859,0,0,2.734878377,13.88110498,12.90554585,14.36245054,0,0,0,0,7.302654949,16.67319895,7.423503841,2.767018964,0
30-01-2008,32.52234637,10.88332967,121.5857143,9.966666667,246.556,3.6,2.981684089,5.939317118,3.786049646,6.752254217,2.310628293,4,3,8.649990392,11.54004579,7.561664406,7.874302733,10.43962216,6,3.3,5.474255362,10.72909731,11.1516988,2.454238194,4.624199492,6
31-01-2008,28.82333333,9.243177215,119.5666667,9.925,246.531,3.1,5.127627843,7.255623808,0.839242093,0,0,4,9.7,13.57633213,16.85477649,3.14030017,0,0,6,6.7,13.33890749,11.12546065,1.430056586,0,0,6
01-02-2008,35.99071038,10.57083929,123.1020833,14.98571429,246.546,8,9.235766681,0.644719105,3.588530539,0.847920128,0,4,17.7,0.37493277,0.356411201,3.459904139,0,0,8,12.8,11.43328187,0.205073912,4.9476696,0,0,8
02-02-2008,32.79666667,10.429,122.8045455,10.55,246.613,1,0.703916077,6.452465829,6.110288651,3.564235759,0,4,3,0,3.94067505,6.768229451,3.614237155,0,7,3.4,0.346814174,4.01067148,5.766011632,4.967687729,0,7
03-02-2008,31.15686275,10.18163492,122.25,10.1,246.691,0,0.08257258,6.446544465,5.631054745,3.214570257,0,0,0,4.878355604,5.274586123,12.27181584,4.855439365,0,0,0,7.639737201,5.693238281,7.126413876,0.257270939,0,0
04-02-2008,34.91,10.99405085,123.4111111,13.63333333,246.711,6.6,6.410960373,5.713355141,0.246463012,0,0,4,5.8,7.299612305,12.11269051,9.709328839,0,0,6,5.8,5.62462436,4.673852701,3.982350446,0,0,6
05-02-2008,37.68789474,12.221075,127.4510204,13.61428571,246.8293333,5.5,5.518010716,2.296224807,0,0,0,4,12.2,10.30720853,4.480392987,0,0,0,6,5.6,5.608347715,0,0,0,0,6
06-02-2008,54.4589372,19.39024719,140.7939759,14.23333333,247.1536667,5.7,5.486519736,0,0,0,0.753305941,4,9.7,7.115454546,0,0,0,0.536811943,6,7.8,3.794753754,0,0,0,0,6
07-02-2008,65.26748768,25.70632584,152.24,11.9,247.4085714,0,0,0,0,0,0.228935025,0,0,0,0,0,0,0,0,0,0,0,0,0,1.383622032,0
08-02-2008,61.2943662,24.60045238,148.5714286,10.5,247.52,0,0,0,0,0,0.002596779,0,0,0,0,0,0,0.617239932,0,0,0,0,0,0,0.133494429,0
09-02-2008,44.48222222,16.12081333,138.4364706,9.64,247.5328571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-02-2008,32.32824859,10.85409524,124.0666667,9.05,247.7025,0,0,0,0,0,2.227130702,0,0,0,0,0,0,1.644853133,0,0,0,0,0,0,1.638173926,0
11-02-2008,30.159375,10.06092857,121.4875,8.2625,247.79,0,0,0,0,0,0,0,0,0,0,0,0,0.049425522,0,0,0,0,0,0,0,0
12-02-2008,29.27443182,9.764479167,,8.7,247.78,0,0,0,0,0,0,0,0,0,0,0,0,13.00206945,0,0,0,0,0,0,14.45760827,0
13-02-2008,27.61242236,8.30083871,116.8083333,8.4,247.76,0,0,0,0,1.016397014,1.480911896,0,0,0,0,0,0,0.663121855,0,0,0,0,0,0.766829925,0.633988755,0
14-02-2008,23.87123288,5.133329412,111.3096774,8.2,247.78,0,0,0,0,1.161186754,1.829479775,0,0,0,0,0,2.822956426,1.966610911,0,0,0,0,0,1.159892136,1.161367068,0
15-02-2008,22.47364341,4.318289855,109.75,7.2,247.815,0,0,0,0,0.011790397,0,0,0,0,0,0,0.278836565,16.86801015,0,0,0,0,0,0.1109192,0,0
16-02-2008,21.856,3.979777778,109.4866667,7.2,247.85,0,0,0,0,0,0,0,0,0,0,0,0,8.094763854,0,0,0,0,0,0,1.253070695,0
17-02-2008,21.71023622,3.948745455,108,7.22,,0,0,0,0,1.899041375,3.996489302,0,0,0,0,0.531767941,0.570255428,5.339962625,0,0,0,0,0.121141283,1.648347321,3.697563336,0
18-02-2008,21.52661871,3.986473684,107.75,7.15,247.879,0,0,1.733033027,1.577220168,0.895436358,0.180625445,0,0,0,0.698146151,1.252969658,0.356653928,0.00441031,0,0,0,0.606772616,0.938846086,0,0.803659856,0
19-02-2008,21.33381295,3.923147059,107.72,7.5,,0,0.241697239,1.063328363,0.30318532,2.349665137,6.194260228,0,0,0.705747348,1.324382119,1.65862678,0,3.688098944,0,0,0.284423028,1.054565657,0.291220984,6.998717551,1.30294923,0
20-02-2008,20.73958333,2.934024096,104.6294118,7.9,,1.2,1.91318409,0,0.052821884,0,0,4,0.8,1.61740328,1.44732955,0.665272779,0,0,6,0.6,1.7308436,0.136329085,0.007001505,0,0,6
21-02-2008,20.15774648,2.51042029,104.8,8.5,247.949,2,1.190053108,0.026106814,0.004914651,1.040232389,0.720886085,4,2.1,0.63889102,0.560962707,3.275387277,6.244708207,1.638873237,6,1.5,0.582967344,0.078082574,3.698875837,0.427679158,0.197835802,6
22-02-2008,20.12397661,2.497857143,104.9857143,8.1,,0.1,0,0,0,10.80016808,1.694236133,4,0.7,0.502917538,2.463164813,2.826046738,6.18674474,0,6,0.2,0.056754143,2.333119948,1.913664821,7.838659278,1.477862357,6
23-02-2008,19.6544,2.153316667,103.9863636,,247.929,0,0,0.659686275,1.69284592,5.376959169,1.550088913,0,0,4.500019972,5.720714653,7.163822463,21.36022124,4.661551249,0,0,2.275398889,1.425290398,0,5.212775057,0,0
24-02-2008,19.82809917,2.623209677,104.9464286,7.7,247.8923333,2.3,0.992935894,0,8.931843636,0,2.895782949,6,4.8,2.198069522,13.94856689,1.445662089,5.28443927,3.141244052,6,3.2,0,0,4.925251964,1.713522219,2.836798164,6
25-02-2008,21.26,3.11817,106.652381,11.14285714,247.879,0,6.938552277,11.09272677,0.71374304,0.553231554,0.722753187,0,0.1,5.960735999,0,0.747303065,0.133821264,2.497253269,6,0,0.518165978,3.437158336,0.148917717,1.155982105,1.729344684,0
26-02-2008,24.44269663,3.147026549,106.8537037,14.03125,,7.5,9.644932679,0.525127981,18.00705531,21.24346343,2.225106869,6,16.4,1.673300111,0.440353922,16.3568348,11.54805592,0,6,10.6,15.80663446,0,16.42005619,13.75739648,5.792092569,6
27-02-2008,22.41603053,3.341820225,108.0153846,8.5,247.919,0,0,0,12.18784252,4.503967917,0.174031579,0,0,0.312698363,16.34494656,19.15550176,3.616058317,0.857650272,0,0,0.16693562,4.427370876,8.843692955,1.129613375,0.409620609,0
28-02-2008,20.45,2.700220588,105.58125,,,1.1,23.3092255,4.233750277,3.319339633,2.054720911,0,6,0.8,0.321426019,23.85818053,6.142528547,8.383047764,1.540370214,6,0.2,15.59505913,11.12507098,4.798081029,3.023497959,1.764707728,6
29-02-2008,23.03898305,3.120444444,107.1930233,13.97142857,247.939,15.6,21.58743664,3.641015484,3.027010152,0.758910546,0.023625286,6,27,11.07687654,6.246715549,0.607327072,0.049823441,0.2,6,17.7,13.71979094,3.74293311,2.815118946,0,0.068963758,6
01-03-2008,35.46192893,9.232955556,121.6969072,16.58,248.1853333,3.1,3.577012149,1.989643881,0.417107993,0.773687579,0,6,6.8,6.134682272,6.633178744,1.286962177,0.933419507,0,6,2.8,2.427904729,0.820013206,1.604690922,0.52791137,0.083619124,6
02-03-2008,36.6201087,11.0055102,125.8923077,14.35555556,248.8960714,3.5,1.965008454,0.716875231,0.814248682,0.494669555,32.08247552,6,6,9.578278857,0.31626176,0.041032768,0.533723793,19.0402741,6,4.5,1.453673151,1.685112954,0.200673189,0,23.37122346,6
03-03-2008,36.31452514,12.46775309,129.772549,12.47,249.5281176,0.5,0.801878263,0.14334874,0.201665386,0.709303751,0.774073897,6,0,0.05678714,0.902661813,0.99304863,2.684003635,1.285162144,0,1.3,1.893185149,2.312568857,0,0.868267346,0.827251836,6
04-03-2008,41.60388889,16.13841096,134.5205882,10.25,249.8064286,0.8,0.606157879,0.37695996,0.246022912,0,1.353761491,7,1.4,1.615435413,0.60507448,0.683792872,10.05999954,0,7,1.8,0.72015218,0.154562493,0.103677807,2.118069571,8.389214758,6
05-03-2008,36.69949749,14.08365625,129.7488372,8.92,249.903,0,0.345808723,0.211174237,0,1.268008397,0.591389201,0,0,0.946815621,0.646038236,0.010380994,6.626308783,3.197741624,0,0,0.194643554,0.024283848,0,1.213351091,2.450697796,0
06-03-2008,33.21105528,11.82063768,126.7969697,,249.923,0.4,0.016369472,0,0,3.440364603,7.55434031,6,1.6,0.359226772,0.11610338,0.227480341,7.6787955,10.68248798,8,0.3,0.218271445,0,1.491157394,6.391130237,25.47692668,6
07-03-2008,28.75523256,9.034577465,119.6033333,9,249.953,0,0,0.201745931,0.861946073,0,0.462269832,0,0.2,0.05465737,0,2.240526594,3.049064386,0.954579625,6,0,0,0.481421341,2.547870777,0.924169632,8.034710542,0
08-03-2008,27.14482759,8.054078125,116.6108108,,249.973,0,0.461494051,0.917904984,9.578486067,2.184344068,2.173861694,6,0,0.237091645,2.499382506,20.62061829,13.98576359,2.235683739,0,0,2.243206673,1.448743108,0,8.52002164,0,0
09-03-2008,24.83157895,6.220438202,,8.7,250.013,0.7,0.87485393,4.943013614,9.062715998,21.80640757,2.900392802,6,1.2,4.10721548,2.32620816,8.171217272,19.51097097,6.74507166,6,1.3,1.983728606,10.92769036,3.318388705,23.44647978,12.35924608,6
10-03-2008,23.86993464,5.485932039,111.9068966,8.8,250.052,0.9,3.290570169,5.276124099,2.234210211,3.154515552,2.896170937,6,4.2,5.578453815,12.26552592,5.997334742,6.575883293,4.847040186,6,2.5,4.961531521,5.67219749,3.644251526,4.609871279,2.33960526,6
11-03-2008,26.82191011,6.135166667,113.4384615,11.99444444,250.092,10.1,1.367740863,1.725698323,1.7694611,0.564107763,1.322804398,6,16.3,17.87228374,5.052263531,5.728880024,0.150943435,0,6,11,10.52434683,3.22468974,5.493930593,0.686716891,5.05355402,6
12-03-2008,28.87015707,7.763363636,117.2170732,13.35625,250.174,1.2,3.883687275,1.103643963,0,4.087417539,4.669224823,6,4.6,8.415179521,10.86974095,15.45878219,7.469057149,2.629848455,6,3.3,3.098573054,1.609639982,0,5.531207366,2.914370852,6
13-03-2008,34.10348259,12.45678082,127.2045455,12.91,250.297,7.5,0,3.767930184,17.84872239,19.14491465,10.00193034,6,8,4.929327334,1.881504339,9.318783198,20.88056332,1.541800796,6,5,1.094863992,0,8.25659696,21.49314036,3.017581487,6
14-03-2008,38.00765306,12.82584328,131.4458333,12.675,250.37625,0.1,3.83606222,5.007904595,9.175859739,0,9.079843869,6,0.2,10.28120207,22.91949031,26.73381055,2.077784733,3.640720305,6,0.2,4.331851915,8.917506903,17.98791458,11.97122298,11.73239734,6
15-03-2008,40.15865922,12.98531636,133.8396226,9.8,250.416,5.7,22.38882125,0,1.090701734,0.25454654,0.298672229,6,8.2,10.57145013,6.406140463,0.744238095,0.716906514,0.768040636,6,6.4,8.734909145,9.247730913,0.462010722,1.1541473,0.587150827,6
16-03-2008,53.25321101,14.9826087,138.8152778,15.74444444,250.379,19.2,17.2932731,1.222133694,1.430437616,0.398521738,0.337438304,6,22,26.48348355,0.774338897,2.754305767,1.513706257,0,6,18.8,3.260942959,0.585783004,1.217048504,0.273015219,0.239290678,6
17-03-2008,54.65051546,15.79816364,143.0597403,14.05,250.4296667,0.8,1.013687746,0.864225719,10.58010199,9.268759658,2.180481473,6,0.2,0.45739188,1.26055299,12.85204629,6.527171846,6.710130357,8,0.1,0.203457325,1.154776628,12.40908511,4.704864217,0.783497691,6
18-03-2008,52.20144231,15.47699291,141.8727273,11.05,250.4873333,1.1,0.571417987,6.707873836,12.05524086,4.001508471,2.653729329,8,0.8,1.039416273,0,25.35275875,4.299255473,7.80866059,7,1.1,1.118947499,13.22235035,16.99099341,4.211738339,3.670783193,6
19-03-2008,48.19547739,16.68498165,139.5392405,10.58,,0.3,6.127364662,10.88763635,2.672919557,2.927089701,2.162061499,8,2.2,1.802679382,0,2.363543668,2.977348948,4.061188114,7,1.4,0,19.22625632,2.396731205,0,3.866814835,6
20-03-2008,47.61464646,16.45866265,136.2234375,15.06153846,250.5364,12,12.54893743,8.754768146,0.212743517,0,0.558252617,8,17.5,8.759129438,2.386875072,1.590572532,0.20342763,0.459965851,6,23.9,17.18818951,8.937424861,1.313335438,0.156730076,0.737016647,6
21-03-2008,85.37242798,33.25488636,,17.88823529,250.7015556,10.2,13.26931578,0.320644756,2.348862901,1.59687535,6.133411281,8,2.3,2.24339721,1.212029151,5.21672758,7.948546483,4.733223523,7,13.1,0,0.346522329,4.579858724,7.34750066,1.835287648,8
22-03-2008,90.20711297,34.67440845,169.4926606,13.3,250.7136667,0.3,0.134846599,0.521319888,3.318287218,2.629124605,6.733309896,8,2.4,0,0,9.201093326,0,5.390598879,7,1.2,0.835403335,3.04292647,0.713553263,2.077469357,4.166495829,8
23-03-2008,80.87695652,32.78685106,164.2956522,11.63333333,250.6954,0,3.115504646,3.439136969,4.484100753,0.938711754,0.538718729,0,0,9.887974981,9.411107029,11.65690496,6.639281929,1.989489334,0,0,1.995050098,6.387767709,2.639772094,1.963893272,7.289159311,0
24-03-2008,62.62173913,24.1950991,149.9108333,12.16666667,250.55375,2.8,2.968845841,6.287583234,4.557816165,0.407261542,0,7,9.5,9.459046951,7.273150972,2.562763953,0.271923425,0,7,8.3,8.805112114,3.235478256,0.182655978,0.26560367,0,7
25-03-2008,43.89329609,15.36157447,137.148,12.63333333,250.6941429,3.3,4.190661395,3.388535765,2.034138808,3.788501115,0,7,9.3,9.906612442,1.607837711,7.088442596,3.313757456,0,7,4.5,3.751569948,1.506636219,6.239047797,4.776023024,0.023120895,8
26-03-2008,36.45,12.70072,129.8767857,11.33333333,250.8708,6.5,2.922716434,3.650771835,4.171727779,1.426118916,0.976980123,8,4,3.120417391,6.920603629,0,2.78867474,0,8,3.3,0.484498174,3.951596054,3.677260995,3.875214585,6.484074065,8
27-03-2008,39.00786517,14.8941,131.6580645,11.3,250.948,0.6,5.173281679,6.429315137,0.304786044,0.4,0.260875581,6,0.5,1.87887338,1.373125392,0.397477034,0.33037237,0.38033096,6,0.5,7.187630436,0,0.26651625,0.7047873,0.386388933,6
28-03-2008,46.7628866,17.67304054,137.08875,15.64285714,251.018,5.6,3.895914787,0.35003907,0.359795586,1.244894804,2.394870868,6,5.8,4.859123701,0,0.104682025,0.459632914,1.334544058,6,6,3.850660515,0.08492057,0.114884144,0.123465063,0.349095978,6
29-03-2008,52.61683673,21.57547368,143.4223214,11.7,251.018,0,0.275797135,0,1.466583797,0,9.165606758,0,0,0.215442106,0.161610925,2.924194177,4.54109919,5.581462712,0,0.1,0.408766225,0.140884137,0.44190304,7.187253639,6.852387187,6
30-03-2008,52.828,22.11040845,144.047191,10.6,,0.4,0,0.225071255,1.172259917,1.893658935,3.247885855,6,0.3,0.166099609,2.036859194,4.857930332,2.815152529,13.07765234,6,0.5,0.435250976,2.987870715,4.598446817,4.234390509,8.314873565,6
31-03-2008,51.42857143,21.4897931,142.7181818,,250.9863333,0,0.574343657,2.600404701,0.309444651,0.563984856,4.837201892,0,0,2.661088977,4.450302734,2.418091984,0.362828359,0,0,0,3.959207365,5.861995182,3.476146502,0,0,0
01-04-2008,41.01268293,13.20515789,132.5855072,15.10526316,250.9382,1.3,2.071089465,0.659382358,1.671055948,0.691216382,0.492161359,6,3.6,4.728659246,0,0.300746279,2.128656227,0.247278704,6,3,3.973912844,5.095563903,1.779863868,0,0,6
02-04-2008,33.68613861,10.94031343,124.0428571,12.99230769,251.058,2.7,2.4988073,1.159793066,9.960126551,6.62597685,0,6,4.9,1.748180853,0.911875258,4.682250357,5.882359513,0,6,4.4,1.865543635,1.439986872,6.516484664,0,0,6
03-04-2008,32.24566474,10.58510169,123.875,11.55,251.1203333,0.4,0,11.06626235,5.756492906,0.600454356,0,6,0.4,1.402284573,4.175885602,3.693615311,0,0,6,0.7,0.614656745,2.557605304,8.089082532,0,0,6
04-04-2008,29.39281768,8.429014493,119.0833333,,251.1836667,2.4,7.587766801,4.130039989,0,0,0,6,2.1,2.036235498,4.383725653,1.616466634,0,0,6,1.9,7.502713907,8.902515818,4.196299793,0,0,6
05-04-2008,31.16733668,7.974528302,119.4965517,14.125,251.2705714,9.7,0.903092081,0.416458404,0,0,0,6,4.5,3.567400388,0,0,0,0.710429039,6,10.3,9.36720769,0,0,0,1.875841579,6
06-04-2008,31.06588235,9.561364865,120.6142857,11.2,251.3685,1.9,0,0,0,8.044263066,2.036289346,8,2,1.099039006,0,0,7.368999673,8.815705689,8,6.2,4.618882208,0,0,2.18210887,2.140040867,6
07-04-2008,31.50650888,10.1257234,123.2454545,9.7,251.4155,0,0,0,0,0.932155107,8.79804197,0,0,0,0,0,7.809835488,10.03902121,0,0,0,0,0,6.444766083,20.02136464,0
08-04-2008,30.11863354,9.523838235,121.1375,9.4,251.444,0,0,0,0,2.604209671,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45313433,1.621593972,0
09-04-2008,27.72816092,7.043084746,116.6153846,9.3,251.4783333,0,0,0,0,0,4.087539581,6,0,0,0,0,0,0,0,0,0,0,0,0,7.931732492,0
10-04-2008,25.50892857,4.976583942,113.3785714,8.8,251.5667143,0,0,0,0,0,2.621527156,0,0,0,0,4.178060521,0,0.595331468,0,0,0,0,6.116506025,9.772548006,2.487881134,0
11-04-2008,24.39183673,3.984767442,112.4344828,,251.6383333,0,0,2.681223565,12.82671734,3.118515728,0,0,0,0,9.090454024,9.92639419,14.06108449,0,0,0,0,6.170214175,15.85309474,0,0,0
12-04-2008,23.90806452,3.716821429,111.7375,8.7,251.6915,0,4.391752288,8.218471366,0,2.347076676,0.665679802,6,0,1.200043756,8.891327997,0.000689233,0.602467958,0,0,0,1.263045033,6.389355086,0,2.034028597,0.836038718,0
13-04-2008,25.75736434,4.690528736,115.5,11.50833333,251.716,6.9,4.806349306,9.590107376,0.257429551,0,0,6,10.3,10.34814086,0.838729983,0.120417695,0,0,6,7.6,8.882383638,6.936177487,0.878470124,0,0,6
14-04-2008,35.4877451,5.653733333,121.3068966,15.40769231,251.744,16.1,8.308247629,1.145019447,0,0,14.87997253,6,12,8.110463737,0.540107424,0,0,0,6,14.5,16.31746532,0,0,0,0.948967236,6
15-04-2008,31.45780347,5.565225,121.3461538,13.66666667,,2.8,0.878720571,0,0,0,0.248459288,8,0.4,0.262710739,0,0,0,0.826943972,6,2.4,2.9182003,0,0,0,0.094276827,6
16-04-2008,27.40575916,4.610585714,116.0639344,10.05,251.785,0,0,0,0,2.00100422,1.969032208,0,0,0,0,0.5247008,0,2.452591877,0,0,0,0,0.602632405,2.699387583,1.168311132,0
17-04-2008,26.61746988,4.510351064,115.95,9.75,251.8205,0,0,1.544124451,0.67287313,1.776455244,3.531638413,0,0,0,0.255436305,0.364590776,0,2.9654027,0,0,0,1.133747345,0.912248432,3.299008925,6.177104888,0
18-04-2008,25.78076923,4.237227723,113.268,9.5,251.8616667,0,0.675256131,0.082496467,0,0,0.139755217,0,0,0.166660165,0.18446049,0,0,0,0,0,2.22263519,0.634540723,0,0,0.020092913,0
19-04-2008,24.69058824,3.7380625,111.625,10,251.91025,1.4,0.58242612,0,0,0,0,6,0.6,0.286828465,0,0,0,0,6,1.8,0.509345867,0,0,0,0,6
20-04-2008,23.84375,3.694305085,110.7357143,8.75,251.976,0,0,0,0,3.122763996,0,0,0,0,0,8.116806591,0.964067023,0,0,0,0,0,2.61138738,4.594742355,0,0
21-04-2008,22.93809524,3.537461538,109.3482759,7.7,252.0225,0,0,3.072349483,4.899043466,6.118723377,1.659030303,0,0,0,2.791885885,3.519681907,8.317450844,6.461957447,0,0,0,0,5.44476588,5.800365698,2.789220069,0
22-04-2008,22.47164179,3.374084746,108.68,,252.0465,0,0,2.071694524,2.167518637,0.161273358,0.001788813,0,0,2.760222539,4.288181667,0.657867442,0.143951777,0.540563767,0,0,2.981330745,5.525197332,0,0.607253318,0.334926348,0
23-04-2008,21.93921569,3.361636364,107.7636364,8.125,252.0673333,5.5,2.745612235,2.175249596,0,0,0,6,4.9,3.949147145,0,0,0,0,6,7.4,8.726753124,1.410311539,0,0,0,6
