phenomenon time,result
2015-08-11T06:00:00Z,268.7
2015-08-12T06:00:00Z,268.65
2015-08-13T06:00:00Z,268.61
2015-08-14T06:00:00Z,268.59
2015-08-15T06:00:00Z,268.55
2015-08-16T06:00:00Z,268.5
2015-08-17T06:00:00Z,268.58
2015-08-18T06:00:00Z,268.64
2015-08-19T06:00:00Z,268.7
2015-08-20T06:00:00Z,268.71
2015-08-21T06:00:00Z,268.69
2015-08-22T06:00:00Z,268.64
2015-08-23T06:00:00Z,268.6
2015-08-24T06:00:00Z,268.54
2015-08-25T06:00:00Z,268.51
2015-08-26T06:00:00Z,268.46
2015-08-27T06:00:00Z,268.46
2015-08-28T06:00:00Z,268.55
2015-08-29T06:00:00Z,268.52
2015-08-30T06:00:00Z,268.44
2015-08-31T06:00:00Z,268.39
2015-09-01T06:00:00Z,268.33
2015-09-03T06:00:00Z,268.21
2015-09-04T06:00:00Z,268.18
2015-09-05T06:00:00Z,268.1
2015-09-06T06:00:00Z,268.0
2015-09-07T06:00:00Z,267.95
2015-09-08T06:00:00Z,267.9
2015-09-09T06:00:00Z,267.82
2015-09-10T06:00:00Z,267.77
2015-09-11T06:00:00Z,267.71
2015-09-12T06:00:00Z,267.64
2015-09-13T06:00:00Z,267.59
2015-09-14T06:00:00Z,267.55
2015-09-15T06:00:00Z,267.47
2015-09-16T06:00:00Z,267.41
2015-09-17T06:00:00Z,267.38
2015-09-18T06:00:00Z,267.36
2015-09-19T06:00:00Z,267.35
2015-09-20T06:00:00Z,267.33
2015-09-21T06:00:00Z,267.3
2015-09-22T06:00:00Z,267.26
2015-09-23T06:00:00Z,267.25
2015-09-24T06:00:00Z,267.22
2015-09-25T06:00:00Z,267.15
2015-09-26T06:00:00Z,267.1
2015-09-29T06:00:00Z,266.92
2015-09-30T06:00:00Z,266.85
2015-10-01T06:00:00Z,266.75
2015-10-02T06:00:00Z,266.75
2015-10-03T06:00:00Z,266.77
2015-10-04T06:00:00Z,266.79
2015-10-05T06:00:00Z,266.81
2015-10-08T06:00:00Z,266.9
2015-10-09T06:00:00Z,266.94
2015-10-11T06:00:00Z,267.0
2015-10-12T06:00:00Z,267.0
2015-10-13T06:00:00Z,267.02
2015-10-16T06:00:00Z,267.11
2015-10-17T06:00:00Z,267.16
2015-10-18T06:00:00Z,267.18
2015-10-19T06:00:00Z,267.19
2015-10-20T06:00:00Z,267.23
2015-10-21T06:00:00Z,267.26
2015-10-22T06:00:00Z,267.28
2015-10-23T06:00:00Z,267.31
2015-10-24T06:00:00Z,267.35
2015-10-25T06:00:00Z,267.37
2015-10-26T06:00:00Z,267.39
2015-10-28T06:00:00Z,267.43
2015-10-29T06:00:00Z,267.45
2015-10-31T06:00:00Z,267.49
2015-11-01T06:00:00Z,267.5
2015-11-02T06:00:00Z,267.52
2015-11-03T06:00:00Z,267.54
2015-11-04T06:00:00Z,267.55
2015-11-05T06:00:00Z,267.55
2015-11-07T06:00:00Z,267.61
2015-11-08T06:00:00Z,267.63
2015-11-09T06:00:00Z,267.65
2015-11-10T06:00:00Z,267.66
2015-11-11T06:00:00Z,267.68
2015-11-12T06:00:00Z,267.69
2015-11-13T06:00:00Z,267.71
2015-11-14T06:00:00Z,267.72
2015-11-15T06:00:00Z,267.77
2015-11-16T06:00:00Z,267.87
2015-11-17T06:00:00Z,267.96
2015-11-18T06:00:00Z,268.25
2015-11-19T06:00:00Z,268.65
2015-11-20T06:00:00Z,268.8
2015-11-21T06:00:00Z,269.1
2015-11-22T06:00:00Z,269.31
2015-11-23T06:00:00Z,269.49
2015-11-24T06:00:00Z,269.66
2015-11-25T06:00:00Z,269.83
2015-11-26T06:00:00Z,269.98
2015-11-27T06:00:00Z,270.13
2015-11-29T06:00:00Z,270.31
2015-11-30T06:00:00Z,270.46
2015-12-01T06:00:00Z,270.76
2015-12-02T06:00:00Z,271.16
2015-12-03T06:00:00Z,271.29
2015-12-04T06:00:00Z,271.31
2015-12-05T06:00:00Z,271.3
2015-12-06T06:00:00Z,271.27
2015-12-07T06:00:00Z,271.22
2015-12-08T06:00:00Z,271.16
2015-12-09T06:00:00Z,271.08
2015-12-10T06:00:00Z,270.95
2015-12-11T06:00:00Z,270.85
2015-12-12T06:00:00Z,270.83
2015-12-13T06:00:00Z,270.85
2015-12-14T06:00:00Z,270.87
2015-12-15T06:00:00Z,270.83
2015-12-16T06:00:00Z,270.79
2015-12-17T06:00:00Z,270.85
2015-12-18T06:00:00Z,270.92
2015-12-19T06:00:00Z,270.95
2015-12-20T06:00:00Z,270.99
2015-12-21T06:00:00Z,271.05
2015-12-22T06:00:00Z,271.08
2015-12-23T06:00:00Z,271.14
2015-12-24T06:00:00Z,271.19
2015-12-26T06:00:00Z,271.31
2015-12-28T06:00:00Z,271.45
2015-12-29T06:00:00Z,271.51
2015-12-30T06:00:00Z,271.56
2016-01-02T06:00:00Z,271.47
2016-01-03T06:00:00Z,271.43
2016-01-04T06:00:00Z,271.39
2016-01-05T06:00:00Z,271.35
2016-01-06T06:00:00Z,271.23
2016-01-07T06:00:00Z,271.14
2016-01-08T06:00:00Z,271.11
2016-01-09T06:00:00Z,271.1
2016-01-10T06:00:00Z,271.11
2016-01-11T06:00:00Z,271.12
2016-01-12T06:00:00Z,271.07
2016-01-13T06:00:00Z,271.04
2016-01-14T06:00:00Z,271.1
2016-01-15T06:00:00Z,271.23
2016-01-16T06:00:00Z,271.32
2016-01-17T06:00:00Z,271.39
2016-01-18T06:00:00Z,271.44
2016-01-19T06:00:00Z,271.39
2016-01-20T06:00:00Z,271.34
2016-01-21T06:00:00Z,271.27
2016-01-22T06:00:00Z,271.19
2016-01-23T06:00:00Z,271.11
2016-01-24T06:00:00Z,271.05
2016-01-26T06:00:00Z,270.95
2016-01-27T06:00:00Z,270.89
2016-01-28T06:00:00Z,270.87
2016-01-29T06:00:00Z,270.98
2016-01-30T06:00:00Z,271.13
2016-01-31T06:00:00Z,271.4
2016-02-01T06:00:00Z,271.59
2016-02-02T06:00:00Z,271.57
2016-02-03T06:00:00Z,271.61
2016-02-04T06:00:00Z,271.58
2016-02-05T06:00:00Z,271.57
2016-02-07T06:00:00Z,271.57
2016-02-08T06:00:00Z,271.56
2016-02-09T06:00:00Z,271.56
2016-02-10T06:00:00Z,271.57
2016-02-11T06:00:00Z,271.58
2016-02-12T06:00:00Z,271.58
2016-02-13T06:00:00Z,271.54
2016-02-14T06:00:00Z,271.54
2016-02-15T06:00:00Z,271.53
2016-02-16T06:00:00Z,271.52
2016-02-17T06:00:00Z,271.46
2016-02-18T06:00:00Z,271.39
2016-02-19T06:00:00Z,271.32
2016-02-20T06:00:00Z,271.35
2016-02-21T06:00:00Z,271.43
2016-02-22T06:00:00Z,271.54
2016-02-23T06:00:00Z,271.56
2016-02-24T06:00:00Z,271.55
2016-02-25T06:00:00Z,271.54
2016-02-26T06:00:00Z,271.53
2016-03-01T06:00:00Z,271.53
2016-03-02T06:00:00Z,271.46
2016-03-03T06:00:00Z,271.39
2016-03-04T06:00:00Z,271.41
2016-03-05T06:00:00Z,271.47
2016-03-06T06:00:00Z,271.51
2016-03-07T06:00:00Z,271.53
2016-03-08T06:00:00Z,271.53
2016-03-09T06:00:00Z,271.49
2016-03-10T06:00:00Z,271.47
2016-03-11T06:00:00Z,271.44
2016-03-12T06:00:00Z,271.48
2016-03-13T06:00:00Z,271.51
2016-03-16T06:00:00Z,271.51
2016-03-17T06:00:00Z,271.5
2016-03-18T06:00:00Z,271.49
2016-03-19T06:00:00Z,271.48
2016-03-20T06:00:00Z,271.47
2016-03-21T06:00:00Z,271.45
2016-03-22T06:00:00Z,271.43
2016-03-23T06:00:00Z,271.42
2016-03-24T06:00:00Z,271.4
2016-03-25T06:00:00Z,271.38
2016-03-26T06:00:00Z,271.37
2016-03-27T06:00:00Z,271.35
2016-03-28T06:00:00Z,271.33
2016-03-29T06:00:00Z,271.32
2016-03-30T06:00:00Z,271.31
2016-03-31T06:00:00Z,271.31
2016-04-01T06:00:00Z,271.33
2016-04-02T06:00:00Z,271.34
2016-04-03T06:00:00Z,271.34
2016-04-04T06:00:00Z,271.33
2016-04-05T06:00:00Z,271.33
2016-04-06T06:00:00Z,271.34
2016-04-07T06:00:00Z,271.33
2016-04-08T06:00:00Z,271.32
2016-04-09T06:00:00Z,271.3
2016-04-10T06:00:00Z,271.29
2016-04-11T06:00:00Z,271.28
2016-04-12T06:00:00Z,271.3
2016-04-13T06:00:00Z,271.32
2016-04-15T06:00:00Z,271.36
2016-04-16T06:00:00Z,271.38
2016-04-17T06:00:00Z,271.4
2016-04-18T06:00:00Z,271.41
2016-04-19T06:00:00Z,271.43
2016-04-21T06:00:00Z,271.45
2016-04-23T06:00:00Z,271.39
2016-04-24T06:00:00Z,271.36
2016-04-25T06:00:00Z,271.33
2016-04-26T06:00:00Z,271.32
2016-04-27T06:00:00Z,271.31
2016-04-28T06:00:00Z,271.3
2016-04-29T06:00:00Z,271.28
2016-04-30T06:00:00Z,271.27
2016-05-02T06:00:00Z,271.29
2016-05-03T06:00:00Z,271.3
2016-05-04T06:00:00Z,271.31
2016-05-06T06:00:00Z,271.31
2016-05-07T06:00:00Z,271.3
2016-05-08T06:00:00Z,271.29
2016-05-09T06:00:00Z,271.3
2016-05-10T06:00:00Z,271.29
2016-05-11T06:00:00Z,271.28
2016-05-12T06:00:00Z,271.27
2016-05-13T06:00:00Z,271.27
2016-05-15T06:00:00Z,271.23
2016-05-16T06:00:00Z,271.22
2016-05-17T06:00:00Z,271.21
2016-05-18T06:00:00Z,271.2
2016-05-19T06:00:00Z,271.19
2016-05-20T06:00:00Z,271.18
2016-05-21T06:00:00Z,271.17
2016-05-22T06:00:00Z,271.15
2016-05-24T06:00:00Z,271.15
2016-05-25T06:00:00Z,271.13
2016-05-26T06:00:00Z,271.12
2016-05-27T06:00:00Z,271.1
2016-05-28T06:00:00Z,271.09
2016-05-29T06:00:00Z,271.07
2016-05-30T06:00:00Z,271.07
2016-05-31T06:00:00Z,271.08
2016-06-01T06:00:00Z,271.05
2016-06-02T06:00:00Z,271.11
2016-06-03T06:00:00Z,271.14
2016-06-04T06:00:00Z,271.17
2016-06-05T06:00:00Z,271.17
2016-06-06T06:00:00Z,271.15
2016-06-07T06:00:00Z,271.13
2016-06-08T06:00:00Z,271.13
2016-06-09T06:00:00Z,271.11
2016-06-11T06:00:00Z,271.07
2016-06-12T06:00:00Z,271.07
2016-06-13T06:00:00Z,271.06
2016-06-14T06:00:00Z,271.07
2016-06-15T06:00:00Z,271.07
2016-06-16T06:00:00Z,271.08
2016-06-17T06:00:00Z,271.07
2016-06-18T06:00:00Z,271.07
2016-06-19T06:00:00Z,271.09
2016-06-20T06:00:00Z,271.09
2016-06-21T06:00:00Z,271.11
2016-06-22T06:00:00Z,271.14
2016-06-24T06:00:00Z,271.18
2016-06-25T06:00:00Z,271.19
2016-06-26T06:00:00Z,271.23
2016-06-27T06:00:00Z,271.23
2016-06-28T06:00:00Z,271.27
2016-06-29T06:00:00Z,271.29
2016-07-01T06:00:00Z,271.33
2016-07-02T06:00:00Z,271.35
2016-07-03T06:00:00Z,271.36
2016-07-05T06:00:00Z,271.38
2016-07-07T06:00:00Z,271.38
2016-07-08T06:00:00Z,271.37
2016-07-09T06:00:00Z,271.36
2016-07-10T06:00:00Z,271.35
2016-07-11T06:00:00Z,271.34
2016-07-12T06:00:00Z,271.32
2016-07-13T06:00:00Z,271.26
2016-07-14T06:00:00Z,271.21
2016-07-15T06:00:00Z,271.13
2016-07-16T06:00:00Z,271.0
2016-07-17T06:00:00Z,270.97
2016-07-18T06:00:00Z,270.92
2016-07-19T06:00:00Z,270.88
2016-07-20T06:00:00Z,270.85
2016-07-21T06:00:00Z,270.83
2016-07-22T06:00:00Z,270.79
2016-07-24T06:00:00Z,270.71
2016-07-25T06:00:00Z,270.67
2016-07-26T06:00:00Z,270.65
2016-07-27T06:00:00Z,270.59
2016-07-28T06:00:00Z,270.55
2016-07-29T06:00:00Z,270.56
2016-07-30T06:00:00Z,270.58
2016-07-31T06:00:00Z,270.59
2016-08-01T06:00:00Z,270.61
2016-08-02T06:00:00Z,270.63
2016-08-03T06:00:00Z,270.65
2016-08-04T06:00:00Z,270.65
2016-08-05T06:00:00Z,270.64
2016-08-06T06:00:00Z,270.63
2016-08-07T06:00:00Z,270.61
2016-08-08T06:00:00Z,270.59
2016-08-09T06:00:00Z,270.58
2016-08-11T06:00:00Z,270.54
2016-08-12T06:00:00Z,270.56
2016-08-13T06:00:00Z,270.6
2016-08-14T06:00:00Z,270.62
2016-08-15T06:00:00Z,270.65
2016-08-16T06:00:00Z,270.66
2016-08-17T06:00:00Z,270.68
2016-08-18T06:00:00Z,270.69
2016-08-19T06:00:00Z,270.71
2016-08-20T06:00:00Z,270.73
2016-08-21T06:00:00Z,270.75
2016-08-22T06:00:00Z,270.76
2016-08-23T06:00:00Z,270.77
2016-08-24T06:00:00Z,270.79
2016-08-25T06:00:00Z,270.8
2016-08-26T06:00:00Z,270.81
2016-08-27T06:00:00Z,270.83
2016-08-28T06:00:00Z,270.84
2016-08-30T06:00:00Z,270.84
2016-08-31T06:00:00Z,270.85
2016-09-01T06:00:00Z,270.85
2016-09-02T06:00:00Z,270.86
2016-09-04T06:00:00Z,270.88
2016-09-05T06:00:00Z,270.91
2016-09-06T06:00:00Z,270.91
2016-09-07T06:00:00Z,270.89
2016-09-08T06:00:00Z,270.86
2016-09-11T06:00:00Z,270.77
2016-09-12T06:00:00Z,270.73
2016-09-13T06:00:00Z,270.71
2016-09-14T06:00:00Z,270.67
2016-09-15T06:00:00Z,270.64
2016-09-16T06:00:00Z,270.62
2016-09-17T06:00:00Z,270.57
2016-09-19T06:00:00Z,270.51
2016-09-20T06:00:00Z,270.47
2016-09-21T06:00:00Z,270.45
2016-09-22T06:00:00Z,270.41
2016-09-23T06:00:00Z,270.38
2016-09-25T06:00:00Z,270.3
2016-09-28T06:00:00Z,270.21
2016-09-29T06:00:00Z,270.17
2016-09-30T06:00:00Z,270.14
2016-10-01T06:00:00Z,270.1
2016-10-02T06:00:00Z,270.08
2016-10-05T06:00:00Z,269.99
2016-10-06T06:00:00Z,269.95
2016-10-08T06:00:00Z,269.89
2016-10-09T06:00:00Z,269.86
2016-10-10T06:00:00Z,269.82
2016-10-11T06:00:00Z,269.79
2016-10-14T06:00:00Z,269.79
2016-10-15T06:00:00Z,269.78
2016-10-18T06:00:00Z,269.78
2016-10-19T06:00:00Z,269.79
2016-10-20T06:00:00Z,269.8
2016-10-21T06:00:00Z,269.81
2016-10-22T06:00:00Z,269.83
2016-10-23T06:00:00Z,269.83
2016-10-24T06:00:00Z,269.82
2016-10-26T06:00:00Z,269.86
2016-10-27T06:00:00Z,269.87
2016-10-28T06:00:00Z,269.86
2016-10-29T06:00:00Z,269.86
2016-10-31T06:00:00Z,269.88
2016-11-01T06:00:00Z,269.88
2016-11-02T06:00:00Z,269.87
2016-11-03T06:00:00Z,269.88
2016-11-04T06:00:00Z,269.88
2016-11-05T06:00:00Z,269.89
2016-11-06T06:00:00Z,269.88
2016-11-07T06:00:00Z,269.9
2016-11-08T06:00:00Z,269.91
2016-11-09T06:00:00Z,269.91
2016-11-10T06:00:00Z,269.93
2016-11-11T06:00:00Z,269.95
2016-11-12T06:00:00Z,269.95
2016-11-13T06:00:00Z,269.96
2016-11-15T06:00:00Z,269.98
2016-11-16T06:00:00Z,270.0
2016-11-18T06:00:00Z,270.18
2016-11-19T06:00:00Z,270.28
2016-11-21T06:00:00Z,270.42
2016-11-22T06:00:00Z,270.36
2016-11-23T06:00:00Z,270.29
2016-11-24T06:00:00Z,270.23
2016-11-25T06:00:00Z,270.16
2016-11-26T06:00:00Z,270.05
2016-11-27T06:00:00Z,269.97
2016-11-28T06:00:00Z,269.88
2016-11-29T06:00:00Z,269.78
2016-11-30T06:00:00Z,269.79
2016-12-01T06:00:00Z,269.79
2016-12-03T06:00:00Z,269.83
2016-12-04T06:00:00Z,269.85
2016-12-05T06:00:00Z,269.85
2016-12-06T06:00:00Z,269.87
2016-12-08T06:00:00Z,269.89
2016-12-09T06:00:00Z,269.9
2016-12-10T06:00:00Z,269.9
2016-12-11T06:00:00Z,269.93
2016-12-13T06:00:00Z,269.95
2016-12-14T06:00:00Z,269.96
2016-12-16T06:00:00Z,269.98
2016-12-17T06:00:00Z,269.99
2016-12-19T06:00:00Z,270.01
2016-12-20T06:00:00Z,270.02
2016-12-22T06:00:00Z,270.04
2016-12-24T06:00:00Z,270.08
2016-12-25T06:00:00Z,270.1
2016-12-26T06:00:00Z,270.13
2016-12-27T06:00:00Z,270.17
2016-12-28T06:00:00Z,270.22
2016-12-29T06:00:00Z,270.28
2016-12-31T06:00:00Z,270.34
2016-12-31T06:00:05Z,270.38
2017-01-01T06:00:00Z,270.38
2017-01-02T06:00:00Z,270.41
2017-01-03T06:00:00Z,270.42
2017-01-04T06:00:00Z,270.45
2017-01-05T06:00:00Z,270.49
2017-01-06T06:00:00Z,270.51
2017-01-11T06:00:00Z,270.66
2017-01-12T06:00:00Z,270.71
2017-01-13T06:00:00Z,270.8
2017-01-14T06:00:00Z,270.93
2017-01-15T06:00:00Z,270.95
2017-01-16T06:00:00Z,271.02
2017-01-17T06:00:00Z,271.08
2017-01-18T06:00:00Z,271.12
2017-01-21T06:00:00Z,271.21
2017-01-22T06:00:00Z,271.23
2017-01-24T06:00:00Z,271.27
2017-01-25T06:00:00Z,271.23
2017-01-28T06:00:00Z,271.23
2017-01-29T06:00:00Z,271.22
2017-01-30T06:00:00Z,271.23
2017-01-31T06:00:00Z,271.26
2017-02-01T06:00:00Z,271.3
2017-02-02T06:00:00Z,271.35
2017-02-03T06:00:00Z,271.37
2017-02-05T06:00:00Z,271.45
2017-02-06T06:00:00Z,271.49
2017-02-07T06:00:00Z,271.52
2017-02-08T06:00:00Z,271.52
2017-02-09T06:00:00Z,271.51
2017-02-13T06:00:00Z,271.51
2017-02-14T06:00:00Z,271.49
2017-02-15T06:00:00Z,271.44
2017-02-16T06:00:00Z,271.4
2017-02-17T06:00:00Z,271.39
2017-02-20T06:00:00Z,271.39
2017-02-21T06:00:00Z,271.38
2017-02-22T06:00:00Z,271.5
2017-02-23T06:00:00Z,271.58
2017-02-24T06:00:00Z,271.57
2017-02-25T06:00:00Z,271.54
2017-02-26T06:00:00Z,271.53
2017-02-27T06:00:00Z,271.51
2017-02-28T06:00:00Z,271.5
2017-03-01T06:00:00Z,271.49
2017-03-02T06:00:00Z,271.49
2017-03-04T06:00:00Z,271.51
